rgn_id,year,value
1,2013,0.03789938297122717
2,2013,0.026559093454852703
3,2013,0.09381307433359326
4,2013,0.015739914355799557
5,2013,0.15940017704851928
6,2013,0.11492454186081887
7,2013,0.03639070484787226
8,2013,0.11896439520642162
